ID,DIST,CO,RTE,PF1,BEGPM,PF1,ENDPM,Length,MAINT_DIST,MAINT_RGN,DIST_RGN,BUDGET ZONE,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_start,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_q1,FY/Q,Pass,Need 1,Need 2,District LOS Score,Pass,Need 1,Need 2,RA LOS Score,los_2022_q2,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2022_q3,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2022_q4,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q1,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q2,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q3,FY/Q,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",District LOS Score,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments",RA LOS Score,los_2023_q4,Q1 FY2024-Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Q1 FY2024-Date Evaluated ,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q1,Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q2,FY24Q3 Date Evaluated,"NB/EB
Rating","NB/EB
Construction","NB/EB
Encampments","NB/EB
Litter Location","SB/WB
Rating","SB/WB
Construction","SB/WB
Encampments","SB/WB
Litter Location", LOS Score,FY24Q3 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q3,FY24Q4 Date Evaluated,"NB/EB
Rating","NB/EB
Construction","NB/EB
Encampments","NB/EB
Litter Location","SB/WB
Rating","SB/WB
Construction","SB/WB
Encampments","SB/WB
Litter Location", LOS Score,FY24Q4 Date Evaluated,"NB/EB
Pass","NB/EB
Need 1","NB/EB
Need 2","NB/EB
Construction","NB/EB
Encampments","NB/EB
Comments","SB/WB
Pass","SB/WB
Need 1","SB/WB
Need 2","SB/WB
Construction","SB/WB
Encampments","SB/WB
Comments", LOS Score,los_2024_q4
31,3,COL,5,R,30,R,31,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,,1,,,,75,x,,,,,x,,,,,100,88,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,,1,,,,,75,10/4/2023,X,,,,,,X,,,,,,100,88,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,,X,,,,,75,75
32,3,COL,5,R,31,R,32,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,,1,,,,75,x,,,,,x,,,,,100,88,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,,X,,,,M,X,,,,,,75,75
33,3,COL,5,R,32,R,33,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,N1,,,M,75,4/10/2024,,X,,,,M,X,,,,,,75,75,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,X,,,,,,X,,,,,,100,100
34,3,COL,5,R,33,R,34,1,3,District 3 - Sunrise Region,District 3 - Sunrise Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,,1,,50,,,1,0,25,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/4/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/18/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/10/2024,X,,,,,,X,,,,,,100,100,6/11/2024,,,,,,,,,#VALUE!,6/12/2024,,X,,,,M,,X,,,,S,50,50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!
35,3,GLE,5,R,0,R,1,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
36,3,GLE,5,R,1,R,2,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,,1,,,,,75,10/3/2023,X,,,,,,X,,,,,,100,88,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,,X,,,,S,75,88,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
37,3,GLE,5,R,2,R,3,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,,1,0,,1,,50,25,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,,X,,,,M,75,88,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
38,3,GLE,5,R,3,R,4,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,,X,,,,M,75,88,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
39,3,GLE,5,R,4,R,5,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
40,3,GLE,5,R,5,R,6,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,,X,,,,S,75,88,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
41,3,GLE,5,R,6,R,7,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,,1,0,1,,,100,50,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,,1,,,,,75,10/3/2023,X,,,,,,X,,,,,,100,88,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
42,3,GLE,5,R,7,R,8,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,,x,,,,x,,,,,75,88,FY23/Q1,1,,,,,1,,,,,100,,x,,,,x,,,,,75,88,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,,X,,,,M,75,88,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
43,3,GLE,5,R,8,R,9,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,,1,,50,50,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,,X,,,,M,75,88,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
44,3,GLE,5,R,9,R,10,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,,1,,50,1,,,100,75,FY22/Q1,1,,,100,,,1,0,50,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
45,3,GLE,5,R,10,R,11,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,,1,,,,1,,,,,75,x,,,,,x,,,,,100,88,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
46,3,GLE,5,R,11,R,12,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
47,3,GLE,5,R,12,R,13,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
48,3,GLE,5,R,13,R,14,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,1,,,100,1,,,100,100,FY22/Q2,1,,,100,,1,,50,75,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,,1,,,,,75,10/3/2023,X,,,,,,X,,,,,,100,88,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
49,3,GLE,5,R,14,R,15,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,,1,,50,1,,,100,75,FY22/Q2,1,,,100,,,1,0,50,FY22/Q3,1,,,,,,1,,,,75,X,,,,,X,,,,,100,88,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
50,3,GLE,5,R,15,R,16,1,3,District 3 - Sutter/Sierra Region,District 3 - Sutter/Sierra Region,InVal-4,Beg FY22,1,,,100,1,,,100,100,FY22/Q1,1,,,100,,1,,50,75,FY22/Q2,1,,,100,1,,,100,100,FY22/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY22/Q4,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q1,1,,,,,1,,,,,100,x,,,,,x,,,,,100,100,FY23/Q2,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q3,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,FY23/Q4,1,,,,,1,,,,,100,X,,,,,X,,,,,100,100,10/9/2023,1,,,,,,1,,,,,,100,10/3/2023,X,,,,,,X,,,,,,100,100,1/16/2024,1,,,,,,1,,,,,,100,1/17/2024,X,,,,,,X,,,,,,100,100,4/9/2024,P,,,,P,,,,100,4/9/2024,X,,,,,,X,,,,,,100,100,6/11/2024,P,,,,P,,,,100,6/11/2024,X,,,,,,X,,,,,,100,100
